id,address,cat1Code,cat1Desc,cat1TypeCode,cat1TypeDesc,cat2Code,cat2Desc,cat2TypeCode,cat3Code,cat3Desc,cat3TypeCode,cat4Code,cat4Desc,cat4TypeCode,cat5Code,cat5Desc,cat5TypeCode,cat6Code,cat6Desc,cat6TypeCode,contractType,councilCode,councilDesc,createdAt,detailText,devTypeCode,devTypeDesc,endDateDesc,endDateDetail,endDateGac,finalisedFlag,firstIssueDate,firstIssueNumber,floorArea,lastIssueDate,lastIssueNumber,notes,ownerCode,ownerDesc,parking,postCode,projectId,publishDate,reference,regionCode,regionDesc,sectionCode,sectionDesc,siteArea,stageCode,stageDesc,stageText,stageTypeCode,stageTypeDesc,startDateDetail,startDateGac,stateCode,stateDesc,statusCode,statusDesc,storeys,suburb,tenderCloseDate,tenderCloseTime,tenderRoleCode,tenderTypeCode,tenderTypeDesc,title,type,units,value,valueDesc,valueGac,projectvalue
919,666 Cottonwood Plaza,,,,,,,,,,,,,,,,,,,,Human Resources,,CLIV Barrier Power,1563504435,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,,,,,,,,,,,919,ut blandit non interdum in ante vestibulum ante ipsum primis,"",at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,,,919,1575571998,,,,,,,,,,,,,,,,,Browsedrive,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,China,,,,,,Legal,Grocery,80,34545,,,8
920,9 Coolidge Circle,,,,,,,,,,,,,,,,,,,,Sales,,Ciprofloxacin,1592325501,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,,,,,,,,,,,920,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,"",erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,,,920,1568615382,,,,,,,,,,,,,,,,,Zazio,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,China,,,,,,Human Resources,Shoes,62,32725,,,41
921,3 Little Fleur Alley,,,,,,,,,,,,,,,,,,,,Marketing,,Good Sense Complete,1571181462,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,,,,,,,,,,,921,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,"",id mauris vulputate elementum nullam varius nulla facilisi cras non velit,,1470,921,1593254064,,,,,,,,,,,,,,,,,Skinder,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,Philippines,,,,,,Legal,Kids,19,28988,,,82
922,6 Old Shore Place,,,,,,,,,,,,,,,,,,,,Sales,,Tretinoin,1593005461,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,,,,,,,,,,,922,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,"",diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,,94159,922,1567718073,,,,,,,,,,,,,,CA,California,,Livefish,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,United States,,,,,,Support,Movies,90,53237,,,20
923,3 Village Green Avenue,,,,,,,,,,,,,,,,,,,,Product Management,,care one pain relief pm,1577397984,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,,,,,,,,,,,923,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,"",justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,,394 44,923,1587331473,,,,,,,,,,,,,,,,,Trudoo,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,Czech Republic,,,,,,Business Development,Toys,37,37239,,,99
924,7570 Bayside Park,,,,,,,,,,,,,,,,,,,,Business Development,,Clonidine Hydrochloride,1579053836,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,,,,,,,,,,,924,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,"",eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,,,924,1578798970,,,,,,,,,,,,,,,,,Tagtune,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,Peru,,,,,,Human Resources,Music,23,94626,,,41
925,0067 Lukken Trail,,,,,,,,,,,,,,,,,,,,Sales,,Biaxin,1595575508,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,,,,,,,,,,,925,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,"",sed sagittis nam congue risus semper porta volutpat quam pede,,,925,1587800306,,,,,,,,,,,,,,,,,Twimbo,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,Bahamas,,,,,,Human Resources,Computers,6,84360,,,69
926,29 Helena Junction,,,,,,,,,,,,,,,,,,,,Training,,CRESTOR,1581619598,ut mauris eget massa tempor convallis nulla neque libero convallis,,,,,,,,,,,926,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,"",posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,,,926,1574688206,,,,,,,,,,,,,,,,,Jetwire,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,Cuba,,,,,,Legal,Movies,11,21838,,,78
927,96 Anderson Court,,,,,,,,,,,,,,,,,,,,Support,,Hand Sanitizer,1562374176,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,,,,,,,,,,,927,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,"",hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,,,927,1586367102,,,,,,,,,,,,,,,,,Tagcat,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Benin,,,,,,Product Management,Home,63,10156,,,19
928,353 Riverside Circle,,,,,,,,,,,,,,,,,,,,Marketing,,Tussin CF Max,1566293120,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,,,,,,,,,,,928,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,"",eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,,678831,928,1584646361,,,,,,,,,,,,,,,,,Realcube,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,Russia,,,,,,Engineering,Toys,86,52727,,,26
929,20 Di Loreto Hill,,,,,,,,,,,,,,,,,,,,Product Management,,"Pollens - Trees, Cedar, Red Juniperus virginiana",1581018577,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,,,,,,,,,,,929,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,"",dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,,,929,1570153569,,,,,,,,,,,,,,,,,Feedfish,etiam faucibus cursus urna ut tellus nulla ut erat id,Uganda,,,,,,Marketing,Outdoors,45,25467,,,7
930,8925 Crownhardt Center,,,,,,,,,,,,,,,,,,,,Research and Development,,Isosorbide Dinitrate,1569264872,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,,,,,,,,,,,930,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,"",vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,,,930,1593590723,,,,,,,,,,,,,,,,,Yodoo,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,China,,,,,,Legal,Electronics,51,75827,,,23
931,31 Columbus Terrace,,,,,,,,,,,,,,,,,,,,Research and Development,,Risperidone,1586035338,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,,,,,,,,,,,931,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,"",est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,,96880,931,1569243274,,,,,,,,,,,,,,VER,Veracruz Llave,,Thoughtblab,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,Mexico,,,,,,Product Management,Books,44,90577,,,58
932,47562 Dapin Court,,,,,,,,,,,,,,,,,,,,Services,,ACER NEGUNDO POLLEN,1583732754,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,,,,,,,,,,,932,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,"",vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,,,932,1568100435,,,,,,,,,,,,,,,,,Rhynoodle,condimentum curabitur in libero ut massa volutpat convallis morbi odio,Mauritius,,,,,,Services,Books,54,56963,,,53
933,96 Paget Park,,,,,,,,,,,,,,,,,,,,Legal,,Furosemide,1575179058,augue vel accumsan tellus nisi eu orci mauris lacinia sapien,,,,,,,,,,,933,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,"",sed magna at nunc commodo placerat praesent blandit nam nulla,,91210,933,1567434746,,,,,,,,,,,,,,CA,California,,Eabox,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,United States,,,,,,Research and Development,Automotive,52,90184,,,10
934,6 Prairie Rose Circle,,,,,,,,,,,,,,,,,,,,Sales,,Argatroban,1575956291,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,,,,,,,,,,,934,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,"",luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,,356-0024,934,1587317101,,,,,,,,,,,,,,,,,Yoveo,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Japan,,,,,,Sales,Tools,99,47174,,,15
935,6851 Lillian Street,,,,,,,,,,,,,,,,,,,,Support,,Dexamethasone,1580404690,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,,,,,,,,,,,935,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,"",venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,,32883,935,1591702644,,,,,,,,,,,,,,COL,Chihuahua,,Camimbo,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,Mexico,,,,,,Services,Outdoors,14,50079,,,59
936,7 Scott Court,,,,,,,,,,,,,,,,,,,,Business Development,,levomefolate calcium and schizochytrium dha,1574746111,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,,,,,,,,,,,936,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,"",a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,,52000,936,1570311265,,,,,,,,,,,,,,,,,Skinder,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,Croatia,,,,,,Accounting,Outdoors,98,73624,,,76
937,9814 Forest Dale Lane,,,,,,,,,,,,,,,,,,,,Support,,Sulfamethoxazole and Trimethoprim,1587643147,arcu sed augue aliquam erat volutpat in congue etiam justo etiam,,,,,,,,,,,937,massa donec dapibus duis at velit eu est congue elementum in,"",justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,,,937,1580436216,,,,,,,,,,,,,,,,,Vitz,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,China,,,,,,Sales,Shoes,60,20113,,,6
938,5 Arrowood Park,,,,,,,,,,,,,,,,,,,,Accounting,,Laxative,1570340391,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,,,,,,,,,,,938,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse,"",in consequat ut nulla sed accumsan felis ut at dolor,,,938,1581249930,,,,,,,,,,,,,,,,,Geba,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,Democratic Republic of the Congo,,,,,,Accounting,Electronics,95,77986,,,97
939,1 Independence Road,,,,,,,,,,,,,,,,,,,,Engineering,,EcoCare 360,1581466073,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,,,,,,,,,,,939,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,"",enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,,,939,1580680246,,,,,,,,,,,,,,,,,Topicware,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,Indonesia,,,,,,Legal,Toys,1,67481,,,25
940,00050 Anderson Terrace,,,,,,,,,,,,,,,,,,,,Engineering,,"Animal Allergens, AP Dog Hair and Dander Canis spp",1574012135,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,,,,,,,,,,,940,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,"",augue vestibulum ante ipsum primis in faucibus orci luctus et,,33355,940,1589292582,,,,,,,,,,,,,,FL,Florida,,Kazu,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,United States,,,,,,Training,Baby,56,52923,,,22
941,68281 Starling Pass,,,,,,,,,,,,,,,,,,,,Human Resources,,fexofenadine hydrochloride,1577306070,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,,,,,,,,,,,941,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,"",sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,,60549,941,1575739663,,,,,,,,,,,,,,HE,Hessen,,Shuffledrive,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,Germany,,,,,,Support,Health,85,1763,,,62
942,80 Truax Road,,,,,,,,,,,,,,,,,,,,Business Development,,Prednisone,1570830827,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,,,,,,,,,,,942,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,"",ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,,,942,1582204045,,,,,,,,,,,,,,,,,Meevee,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,Nigeria,,,,,,Research and Development,Sports,48,55073,,,96
943,297 Killdeer Road,,,,,,,,,,,,,,,,,,,,Training,,Pinchot Juniper,1570637965,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,,,,,,,,,,,943,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,"",donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,,,943,1587144787,,,,,,,,,,,,,,,,,Zoombeat,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,South Korea,,,,,,Product Management,Games,94,51729,,,41
944,7 Spohn Park,,,,,,,,,,,,,,,,,,,,Business Development,,hydrocortisone,1573365749,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,,,,,,,,,,,944,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,"",diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,,685000,944,1587707230,,,,,,,,,,,,,,,,,Lazzy,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,Russia,,,,,,Human Resources,Tools,35,83016,,,38
945,96764 2nd Place,,,,,,,,,,,,,,,,,,,,Training,,Dr Tichenors,1580685856,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,,,,,,,,,,,945,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,"",lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,,,945,1569551230,,,,,,,,,,,,,,,,,Mycat,et magnis dis parturient montes nascetur ridiculus mus etiam vel,Indonesia,,,,,,Product Management,Games,55,62720,,,37
946,55149 Colorado Parkway,,,,,,,,,,,,,,,,,,,,Research and Development,,Furosemide,1587574405,et tempus semper est quam pharetra magna ac consequat metus sapien,,,,,,,,,,,946,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,"",ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,,,946,1588443772,,,,,,,,,,,,,,,,,Meevee,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,Serbia,,,,,,Accounting,Grocery,15,84118,,,62
947,89276 Sullivan Alley,,,,,,,,,,,,,,,,,,,,Support,,Extra Strength Non-Aspirin Pain Reliever,1593707816,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,,,,,,,,,,,947,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,"",integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,,50090,947,1594775796,,,,,,,,,,,,,,MEX,Mexico,,Wordpedia,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,Mexico,,,,,,Accounting,Clothing,23,34094,,,78
948,78 Monterey Center,,,,,,,,,,,,,,,,,,,,Sales,,Lady Speed Stick,1575346602,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,,,,,,,,,,,948,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,"",quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,,4807,948,1564195661,,,,,,,,,,,,,,,,,Eire,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,Philippines,,,,,,Marketing,Shoes,18,2797,,,65
949,24 Kensington Park,,,,,,,,,,,,,,,,,,,,Research and Development,,Glimepiride,1577415873,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,,,,,,,,,,,949,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,"",luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,,9000,949,1593704103,,,,,,,,,,,,,,,,,Skalith,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,Argentina,,,,,,Product Management,Automotive,96,99719,,,89
950,2518 Carey Circle,,,,,,,,,,,,,,,,,,,,Training,,Norepinephrine bitartrate,1576644410,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,,,,,,,,,,,950,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,"",id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,,,950,1575738344,,,,,,,,,,,,,,,,,Yacero,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,Indonesia,,,,,,Legal,Sports,92,87502,,,69
